,id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price
170,6762813464,42495,4,2.5,8.263848131368906,9.585414998760278,2.0,0,0,3,10,8.263848131368906,0.0,1987,0,122019,52.8678,-114.23,8.083637203141548,9.550092936718967,3,55,13.544096769794999
171,6762813840,42495,4,2.5,7.736743682453495,9.396653950039674,2.0,0,0,4,9,7.736743682453495,0.0,1988,0,122027,52.7899,-114.295,8.049107721326406,9.659311868393488,1,50,13.508986756405742
172,6762813978,42495,4,2.5,8.071218539969863,9.423029465386534,2.0,0,0,3,10,8.071218539969863,0.0,1998,0,122015,52.7573,-114.333,8.235095497258357,9.469700127423375,2,61,13.49410209090971
173,6762814626,42495,4,2.5,8.016647877057803,8.970177815492379,2.0,0,0,3,9,8.016647877057803,0.0,1999,0,122019,52.8375,-114.207,7.934155233536322,8.858652969548489,3,74,13.437175577097312
175,6762815143,42495,4,3.5,8.125926802707886,9.027738775974909,2.0,0,0,3,8,8.125926802707886,0.0,2000,0,122050,53.0041,-114.569,7.7057128238944275,9.027738775974909,2,76,13.39315510773774
176,6762815227,42495,3,1.5,7.396948602621014,8.919453168575453,1.0,0,1,3,7,7.057036981697891,6.154858094016418,1940,0,122006,52.9025,-114.462,7.749753406274437,8.919453168575453,1,65,13.384729180332174
178,6762816060,42495,4,2.0,7.630946580890459,8.517393171418904,1.0,0,0,3,7,6.93828448401696,6.93828448401696,1949,2013,122007,52.9292,-114.569,7.155396301896734,8.517393171418904,1,66,13.325305854052747
179,6762816083,42495,4,3.0,7.804251383528112,9.222071294851881,1.0,0,0,5,8,7.365812837209472,6.769641976852503,1967,0,122027,52.7994,-114.322,7.836369760545124,9.222861652529854,2,78,13.321215875492413
181,6762816173,42495,4,2.5,7.65491704784832,9.536112711175099,2.0,0,0,3,9,7.65491704784832,0.0,1987,0,122012,52.7797,-114.267,7.83241092718792,9.229652683008556,2,50,13.314636915215106
183,6762816780,42495,4,3.25,8.180320874773685,9.027378610294805,2.0,0,0,3,10,8.180320874773685,0.0,2013,0,122042,52.6895,-114.398,7.844240718141811,8.566364235422688,1,69,13.270785106659046
184,6762816917,42495,3,1.75,7.664346632098617,8.77971129020447,1.0,0,2,3,8,7.065613363597717,6.8679744089702925,1954,0,122032,52.8724,-114.576,7.611347717403621,8.517393171418904,3,58,13.26212705890841
186,6762817288,42495,5,2.25,8.019941687677365,9.001099725830965,2.0,0,0,3,8,8.019941687677365,0.0,1984,0,122005,52.9457,-114.293,7.611347717403621,9.024613022047395,3,72,13.239258908233676
187,6762817305,42495,3,2.0,7.601402334583733,8.612685172875459,2.0,0,0,3,7,7.601402334583733,0.0,1916,1986,122016,52.7752,-114.583,7.518064181233078,8.853808274977197,2,62,13.237477967034438
188,6762818108,42495,3,2.5,7.523481312573497,9.221280312014517,2.0,0,0,3,8,7.523481312573497,0.0,1991,0,122033,52.9463,-114.419,7.484930283289661,9.17585244151751,3,56,13.190023895035274
189,6762818202,42495,5,2.75,7.496097345175956,8.237743803890933,1.5,0,0,3,7,7.244941546337007,5.993961427306569,1926,0,122028,52.9131,-114.533,7.244941546337007,8.237743803890933,1,79,13.186278579318829
190,6762818237,42495,5,2.5,7.976251943745623,8.543640361431086,1.0,0,0,4,7,7.43307534889858,7.107425474110705,1964,0,122029,52.8103,-114.309,7.9483852851118995,9.248214024404264,3,54,13.180634172318978
191,6762818403,42495,3,2.5,7.9966538754626075,9.391494581018131,1.0,0,0,3,9,7.479299637782834,7.0909098220799835,1995,0,122019,52.8659,-114.242,8.003363058629947,9.396819938918801,3,70,13.171155446333852
193,6762818667,42495,3,1.5,7.266128779556451,8.987321812850125,1.0,0,0,4,7,7.266128779556451,0.0,1956,0,122030,52.8174,-114.326,7.280008252884188,8.987321812850125,2,78,13.157732451741687
194,6762818718,42495,3,2.5,7.490529402060711,8.877381954654766,2.0,0,0,3,8,7.490529402060711,0.0,1989,0,122019,52.8476,-114.235,7.427144133408616,8.911799556189527,3,71,13.151924121391561
195,6762818810,42495,4,2.5,7.601402334583733,8.645586406184636,2.0,0,0,3,8,7.601402334583733,0.0,1996,0,122058,52.9743,-114.41,7.701200180857446,8.863191340690854,3,72,13.148033073468746
197,6762819263,42495,2,1.75,7.065613363597717,7.783640596221253,1.0,0,0,4,7,6.608000625296087,6.066108090103747,1903,0,122028,52.8953,-114.523,7.359467638255621,8.273846932784508,1,54,13.120363378739663
198,6762819584,42495,5,2.0,7.611347717403621,8.517393171418904,1.5,0,0,4,7,7.611347717403621,0.0,1938,0,122007,52.9249,-114.56,7.32052696227274,8.79497643168877,1,57,13.098072734013513
199,6762819621,42495,3,2.0,7.259116128097101,8.314097335405807,1.5,0,0,3,7,7.259116128097101,0.0,1905,2013,122028,52.9172,-114.539,7.259116128097101,8.431853144249223,2,55,13.091906231773164
200,6762819707,42495,2,1.75,7.415175109613295,8.699681400989514,1.0,0,0,3,7,7.057036981697891,6.2166061010848646,1942,0,122004,52.8924,-114.481,7.415175109613295,8.294299608857235,2,76,13.089842251812337
203,6762820190,42495,2,1.0,6.93828448401696,8.38958706681109,1.0,0,0,3,7,6.93828448401696,0.0,1924,0,122007,52.911,-114.551,7.244941546337007,8.343077871169383,2,61,13.058360179622305
204,6762820263,42495,3,2.25,7.58629630715272,9.313708904953216,1.0,0,0,4,8,7.074116816197362,6.673297967767654,1967,0,122014,52.9951,-114.467,7.58629630715272,9.256364810287462,3,56,13.049794835104816
206,6762820605,42495,5,2.5,7.714677473800927,8.958154135209242,1.0,0,0,3,7,7.201170883281678,6.803505257608338,1978,0,122033,52.9498,-114.361,7.507141079727608,8.958154135209242,2,52,13.02805489573287
207,6762820766,42495,2,2.0,7.00397413672268,8.006700845440367,1.5,0,0,3,7,7.00397413672268,0.0,1912,2005,122007,52.9097,-114.552,7.237778191923443,8.294299608857235,3,70,13.017005083966255
208,6762821835,42495,4,2.0,7.327123292259293,8.9851948179913,1.0,0,0,5,7,7.327123292259293,0.0,1967,0,122033,52.9657,-114.383,7.327123292259293,8.959825623865841,1,60,12.959846800844963
209,6762822588,42495,4,2.25,7.941295570906532,10.060534035475412,1.0,0,1,3,7,7.444833273892193,7.00397413672268,1958,0,122043,52.625,-114.501,7.528869256642251,9.60918360377546,1,71,12.91657092142417
210,6762822705,42495,4,1.75,7.518064181233078,9.27995971385624,1.0,0,0,3,7,6.8679744089702925,6.78105762593618,1958,0,122029,52.8374,-114.315,7.518064181233078,9.109967397829395,1,64,12.90917263218775
211,6762823058,42495,4,2.0,7.273092595999522,8.946505025998682,1.0,0,0,3,7,7.0909098220799835,5.484796933490655,1971,0,122033,52.9545,-114.39,7.2868764117507,9.17585244151751,3,66,12.891694078557842
212,6762823244,42495,3,1.75,7.13966033596492,8.77971129020447,1.0,0,0,4,7,7.13966033596492,0.0,1966,0,122029,52.8524,-114.306,7.313886831633462,8.94910546953925,3,51,12.873904582205107
213,6762823245,42495,5,3.75,7.969357742016346,8.517393171418904,1.0,0,0,3,7,7.1785454837637,7.365812837209472,2006,0,122059,52.8001,-114.486,7.565793282428515,8.540519016719735,1,72,12.873904582205107
214,6762823419,42495,3,1.0,7.115582126184454,9.166283985779263,1.0,0,0,5,7,7.115582126184454,0.0,1962,0,122053,52.769,-114.369,7.147559271189454,9.16701524723781,2,56,12.866182555987908
215,6762823456,42495,3,1.75,7.550135342488429,8.616314282284044,1.0,0,0,3,7,7.155396301896734,6.431331081933479,1982,0,122051,52.7849,-114.482,7.193685818395112,8.555836815008442,3,50,12.861001210669146
216,6762823727,42495,4,1.75,7.313886831633462,9.358846580275406,1.0,0,0,4,7,6.90875477931522,6.2166061010848646,1955,0,122058,52.9673,-114.431,7.462214939768189,9.358846580275406,2,65,12.847665971443902
218,6762824202,42495,3,1.5,7.252053951852814,9.174505918966966,1.0,0,0,3,8,7.252053951852814,0.0,1961,0,122050,52.9908,-114.551,7.645397699428633,9.134862230800225,2,78,12.814481318719762
219,6762824247,42495,3,1.5,7.1785454837637,9.007121989469242,1.0,0,0,3,7,7.1785454837637,0.0,1950,0,122038,52.9591,-114.529,6.994849985833071,8.93075873555827,1,69,12.807655372286902
220,6762824373,42495,3,2.25,7.403061091090091,9.573245865665552,1.0,0,0,4,7,7.039660349862076,6.2166061010848646,1963,0,122060,52.6776,-114.522,7.611347717403621,9.259225769705994,2,70,12.799402253235032
221,6762824403,42495,4,2.0,7.893945138235959,9.83996185165625,1.0,0,0,5,8,7.893945138235959,0.0,1965,0,122039,52.5482,-114.469,7.115582126184454,9.664659134301736,1,54,12.793862088206213
222,6762824756,42495,3,1.0,7.208600337960199,8.954286157204713,1.0,0,0,4,6,6.7580945044277305,6.19644412779452,1947,0,122022,52.9398,-114.481,7.030857476116121,8.954286157204713,2,64,12.77422616877261
223,6762825130,42495,4,2.5,7.754481547470383,8.249836485425702,2.0,0,0,3,8,7.754481547470383,0.0,2007,0,122046,52.6744,-114.372,7.80057265467065,8.249836485425702,2,65,12.75130259456002
224,6762825131,42495,3,1.0,7.01301578963963,8.740496729931813,1.0,0,0,3,7,7.01301578963963,0.0,1956,0,122006,52.9277,-114.482,7.606387389772652,8.845777255188445,3,61,12.75130259456002
225,6762825904,42495,2,1.0,6.580639137284949,8.808070154764538,1.0,0,0,3,6,6.580639137284949,0.0,1942,0,122007,52.9301,-114.552,6.734591659972948,8.808070154764538,2,53,12.704879330347818
226,6762825992,42495,4,2.5,7.544861068658458,9.39607277189222,1.0,0,0,3,7,6.8885724595653635,6.814542897259958,1980,0,122034,52.781,-114.546,7.372118028337787,8.847216104357543,1,78,12.691583538230217
227,6762826596,42495,3,1.0,7.32052696227274,8.713417653379183,1.0,0,0,4,6,6.7580945044277305,6.478509642208569,1940,0,122006,52.9266,-114.514,7.32052696227274,8.650499558724462,2,73,12.65699220175776
228,6762826630,42495,4,2.0,7.170888478512505,8.861491864286915,1.0,0,0,3,7,7.170888478512505,0.0,1950,2013,122052,52.7371,-114.559,7.353081920515432,8.867990898182093,1,64,12.650761671914688
229,6762827348,42495,3,2.25,7.591357046698551,8.987321812850125,1.0,0,0,4,9,7.353081920515432,6.042632833682381,1974,0,122018,52.5449,-114.568,7.766840537085513,8.987321812850125,3,51,12.59473402514672
230,6762827837,42495,4,2.5,7.601402334583733,8.592486175451668,2.0,0,0,3,7,7.601402334583733,0.0,2003,0,122035,52.6032,-114.319,7.754052639035757,8.592486175451668,3,73,12.556733038263905
232,6762828037,42495,3,1.75,7.365812837209472,9.00601857490256,1.0,0,1,4,7,7.00397413672268,6.175867270105761,1962,0,122043,52.5972,-114.502,7.409136443920128,9.00601857490256,3,79,12.5421912482017
233,6762828331,42495,3,2.5,7.409136443920128,9.53365499705667,2.0,0,0,3,7,7.409136443920128,0.0,1998,0,122041,52.8853,-114.102,7.409136443920128,9.625425723461337,1,61,12.513561021741964
234,6762829190,42495,3,1.0,6.957497370876951,8.835646922534773,1.0,0,0,3,6,6.957497370876951,0.0,1954,0,122038,52.992,-114.545,7.313886831633462,9.099967314494812,3,53,12.429220196836383
235,6762829881,42495,3,1.75,7.307202314764738,9.032050676295599,1.0,0,0,4,7,6.918695219020472,6.175867270105761,1975,0,122035,52.605,-114.33,7.307202314764738,8.918650278126863,1,74,12.36308066783498
236,6762830340,42495,2,1.0,6.803505257608338,8.548885638148727,1.0,0,0,3,6,6.803505257608338,0.0,1952,0,122034,52.755,-114.546,6.803505257608338,8.548885638148727,2,68,12.296831574998258
237,6762830360,42495,3,1.75,7.523481312573497,8.947025655972697,1.0,0,0,3,8,7.186144304522325,6.274762021241939,1979,0,122018,52.5275,-114.56,7.57095858316901,8.939974177289633,2,55,12.292254928916668
238,6762830890,42495,3,1.75,7.43307534889858,8.95364003713313,1.0,0,0,4,7,6.966967138613983,6.447305862541213,1976,0,122039,52.5624,-114.47,7.365812837209472,8.92319149068606,2,52,12.190964083849375
239,6762830971,42495,3,1.5,6.68586094706836,9.088285725968877,1.0,0,0,4,6,6.68586094706836,0.0,1959,0,122018,52.5566,-114.538,6.710523109452428,9.079776001955066,2,50,12.160033942617156
240,6762831182,42495,3,1.0,6.918695219020472,8.858652969548489,1.0,0,0,3,7,6.918695219020472,0.0,1954,0,122042,52.72,-114.41,7.273092595999522,9.305195902988862,1,50,12.07254696717504
241,6762831495,42495,3,1.5,7.259116128097101,9.057305735807121,1.0,0,0,3,6,7.259116128097101,0.0,1962,0,122018,52.5376,-114.552,7.0909098220799835,9.057305735807121,1,71,11.824087219587643
244,6762810519,42496,5,4.5,8.359603270841466,8.996775795442296,2.0,0,0,3,11,8.131824785007195,6.769641976852503,2007,0,122010,52.929,-114.396,8.31898612539206,9.271623600393081,2,72,14.240778946963175
245,6762810536,42496,6,2.5,8.177796683277778,8.776630098427717,2.5,0,0,4,11,8.177796683277778,0.0,1914,0,122047,52.857,-114.494,7.930565854233965,8.776630098427717,2,66,14.220976332738882
246,6762810736,42496,3,3.0,7.993282328101591,8.612685172875459,2.0,0,2,3,10,7.80016307039296,6.255750041753367,1937,1990,122032,52.8656,-114.592,7.993282328101591,8.678801706612651,3,80,14.108180918195472
248,6762811190,42496,4,1.5,7.745435610274381,9.495594499353297,1.0,0,0,3,7,7.544861068658458,6.042632833682381,1950,0,122048,52.8532,-114.4,7.951911381854188,9.452894316810216,2,61,13.919871474189012
249,6762811389,42496,4,3.5,8.268988209506656,9.035034150076132,2.0,0,0,3,10,8.268988209506656,0.0,2006,0,122010,52.9279,-114.395,8.2482674474469,9.414831034791183,2,73,13.854732232655556
250,6762811814,42496,4,2.25,7.544861068658458,8.689632748355741,1.0,0,1,3,9,7.293697720601438,6.042632833682381,1963,0,122047,52.8616,-114.493,7.796057974316123,8.689632748355741,1,62,13.753636218075409
252,6762813091,42496,4,2.0,7.701200180857446,9.054504940418054,1.0,0,1,4,8,7.099201743553092,6.90875477931522,1954,0,122032,52.8798,-114.586,7.692113339595466,8.984192311641674,1,65,13.585033935283272
253,6762813283,42496,3,2.0,7.840312983320164,8.881975184248867,1.5,0,3,4,8,7.3783837129967145,6.846943139585379,1905,0,122054,52.8272,-114.482,7.621195162809845,8.682877107057168,2,72,13.560619598657233
254,6762813540,42496,4,2.75,7.787796878181171,9.164296433474776,1.0,0,0,4,7,7.484930283289661,6.447305862541213,1956,0,122010,52.8803,-114.387,7.645397699428633,9.164296433474776,2,63,13.538439983884853
255,6762813601,42496,3,2.75,7.83241092718792,10.077062636881843,1.0,0,0,4,7,7.215975002651466,7.057036981697891,1946,0,122003,52.8752,-114.563,7.496097345175956,8.52456594574565,2,80,13.527829818844937
256,6762813688,42496,4,2.75,7.8636512654486515,8.707978826622321,2.0,0,0,5,8,7.581209826196346,6.46302945692067,1949,0,122009,52.7956,-114.59,7.596392304064196,8.707978826622321,2,78,13.527763150044844
257,6762814292,42496,4,2.5,7.8826922062890254,8.370315995555478,1.5,0,0,3,8,7.327123292259293,7.030857476116121,1905,2013,122009,52.8166,-114.579,7.43307534889858,8.635153989049803,3,53,13.465954500233115
258,6762814540,42496,3,2.0,7.473637108496206,8.768574284141687,1.0,0,0,4,7,6.8885724595653635,6.660575149839686,1942,0,122032,52.8688,-114.587,7.473637108496206,8.700347734514084,3,74,13.444448325847754
259,6762814789,42496,3,1.75,7.427144133408616,9.259225769705994,1.0,0,0,4,8,7.427144133408616,0.0,1959,0,122049,52.8398,-114.359,7.719129840906732,9.249657234353133,2,70,13.42246945133505
260,6762814790,42496,4,4.0,8.210939733379021,9.841878070904437,2.0,0,0,3,10,8.210939733379021,0.0,1990,0,122019,52.8493,-114.204,8.071218539969863,9.677527538712344,2,79,13.42246945133505
262,6762815462,42496,3,3.0,7.7279755421055585,8.551787836180736,2.0,0,0,3,9,7.664346632098617,4.948759890378168,2002,0,122053,52.746,-114.393,7.955425088912672,8.641532465671846,1,62,13.369225017834633
264,6762815656,42496,2,2.25,7.844240718141811,8.641885635373555,1.0,0,0,3,10,7.450660796211539,6.7226297948554485,2011,0,122053,52.7604,-114.392,7.848153086199526,8.250358951477294,3,80,13.353476685668044
265,6762815957,42496,3,2.5,7.616283561580385,8.77971129020447,2.0,0,0,3,8,7.616283561580385,0.0,1988,0,122012,52.7954,-114.282,7.616283561580385,9.04617302576227,1,66,13.334374795812337
268,6762816384,42496,9,4.5,8.25088114470065,8.85209276347713,2.5,0,0,3,7,7.804251383528112,7.2305631534092925,1938,0,122028,52.9227,-114.528,7.2868764117507,8.747034264178168,1,62,13.304684934198283
269,6762816406,42496,3,1.75,7.581209826196346,8.47407690034261,1.0,0,0,4,7,6.994849985833071,6.769641976852503,1920,0,122006,52.9046,-114.502,7.581209826196346,8.284251797621916,2,66,13.303018546545275
270,6762816769,42496,4,2.0,7.828436359157585,9.524859098381523,1.0,0,0,4,7,7.155396301896734,7.115582126184454,1961,2001,122010,52.9305,-114.364,7.107425474110705,9.433563920090563,2,74,13.272507757002963
271,6762816918,42496,4,2.0,7.409136443920128,8.517393171418904,1.0,0,0,3,7,7.409136443920128,0.0,1955,0,122007,52.9081,-114.564,7.43307534889858,7.7306140660637395,3,53,13.26212705890841
272,6762817146,42496,3,2.0,7.762596048540069,8.533263371593732,1.5,0,0,3,8,7.484930283289661,6.3473892096560105,1929,0,122051,52.7816,-114.453,7.438971592395862,8.533263371593732,1,65,13.249878458265119
274,6762817316,42496,3,2.0,7.528869256642251,9.501142571764207,1.0,0,0,3,8,7.528869256642251,0.0,1985,0,122012,52.7697,-114.244,7.581209826196346,9.18993356219852,3,57,13.235693848424024
275,6762817937,42496,7,5.75,8.216358332386156,8.942199454731238,2.0,0,1,3,8,8.216358332386156,0.0,1948,1984,122014,52.9693,-114.479,7.828436359157585,8.919988070968524,1,65,13.199326270390594
277,6762818110,42496,3,2.5,7.732369222284388,7.736307096548285,2.0,0,0,3,8,7.53955882930103,5.993961427306569,2006,0,122012,52.7675,-114.263,7.732369222284388,7.793999089503996,3,65,13.190023895035274
278,6762818238,42496,3,1.0,7.201170883281678,8.36287583103188,1.0,0,0,3,7,6.985641817639208,5.564520407322694,1910,0,122004,52.8933,-114.514,7.581209826196346,8.314097335405807,2,71,13.180634172318978
281,6762818719,42496,3,1.75,7.365812837209472,9.121290555142672,1.0,0,1,4,7,7.099201743553092,5.916202062607435,1967,0,122029,52.8369,-114.302,7.8636512654486515,10.067517839357832,3,62,13.151924121391561
282,6762818846,42496,4,2.5,7.796057974316123,8.557182839632397,2.0,0,0,3,8,7.796057974316123,0.0,2003,0,122014,52.9702,-114.507,7.72356247227797,8.919319398258887,3,58,13.1421679654829
283,6762819032,42496,3,2.75,7.340186835320115,8.818926087090677,1.0,0,0,5,7,7.099201743553092,5.802118375377063,1980,0,122033,52.9463,-114.402,7.340186835320115,8.911529941736559,3,67,13.12834743715147
284,6762819072,42496,2,1.0,6.918695219020472,8.265135629937385,1.5,0,0,4,7,6.918695219020472,0.0,1906,1990,122047,52.8524,-114.494,7.479299637782834,8.343077871169383,1,65,13.122365377402328
286,6762819343,42496,3,1.0,6.898714534329988,8.699681400989514,1.0,0,0,3,6,6.898714534329988,0.0,1943,0,122004,52.9018,-114.457,7.1316985104669115,8.699681400989514,1,57,13.112315061750808
287,6762819344,42496,4,2.75,7.884952945759814,9.961567763612653,2.0,0,0,3,9,7.884952945759814,0.0,2014,0,122039,52.5462,-114.462,7.528869256642251,9.711782104431833,1,72,13.112315061750808
288,6762819436,42496,4,2.5,8.10349427838097,9.690603690159534,1.5,0,0,5,7,7.716906135298388,6.966967138613983,1922,1956,122038,52.9863,-114.528,7.390798521735676,9.092007185014317,1,58,13.106236027992704
289,6762819622,42496,3,2.0,7.384610383176974,8.333510708982942,1.0,0,0,4,7,6.918695219020472,6.398594934535208,1917,0,122016,52.7721,-114.578,6.947937068614969,8.38958706681109,2,70,13.091906231773164
290,6762819760,42496,4,2.5,7.687538766201629,9.32375833901174,1.0,0,0,4,8,7.687538766201629,0.0,1968,0,122021,52.9776,-114.276,7.490529402060711,9.32375833901174,1,76,13.082584588555772
291,6762819924,42496,2,1.0,6.710523109452428,7.909856667269403,1.0,0,0,3,7,6.710523109452428,0.0,1921,0,122028,52.8923,-114.529,7.223295679562314,8.25608813381491,1,80,13.07107218827772
292,6762820432,42496,3,2.0,7.473637108496206,9.111182800442965,2.0,0,0,4,7,7.473637108496206,0.0,1985,0,122005,52.8834,-114.318,7.606387389772652,9.146761390333312,2,61,13.038983942375959
